Question,Answer,URL,Thumbnail URL,Supporting sentences,Post ID,Tag,Modality,Javascript URL,Javascript code,Version,UID
"Did Washington D.C. experience an air temperature difference of at least 24 degrees Celcius between January 29 and February 5, 2019?",,https://earthobservatory.nasa.gov/images/144516/wild-winter-temperature-swings,,Measurements reported by the National Weather Service show that the daily high temperature in Boston jumped 26°C (47°F) between January 29 and February 5. New York and Washington D.C. warmed warmed by about 27°C.,,,,,,v2,11
Does the green leaf area in China increase during 2017 compared to 2000?,,https://earthobservatory.nasa.gov/images/144540/china-and-india-lead-the-way-in-greening,,"1. The maps on this page show the increase or decrease in green vegetation—measured in average leaf area per year—in different regions of the world between 2000 and 2017.
2. China and India account for one-third of the greening, but contain only 9 percent of the planet’s land area covered in vegetation
",,,,https://code.earthengine.google.com/eb828d30727f29807c807d37e1dde2b1,"// Define China boundary
var countries = ee.FeatureCollection(""USDOS/LSIB_SIMPLE/2017"");
var china = countries.filter(ee.Filter.eq('country_na', 'China'));

// Load MODIS Vegetation Index product (provides better coverage for actual green leaf area)
var modis2000 = ee.ImageCollection(""MODIS/006/MOD13A2"")
  .filterDate('2000-01-01', '2000-12-31')
  .filterBounds(china);
  
var modis2017 = ee.ImageCollection(""MODIS/006/MOD13A2"")
  .filterDate('2017-01-01', '2017-12-31')
  .filterBounds(china);

// Create composites of maximum annual EVI (Enhanced Vegetation Index)
// EVI is better for dense vegetation areas compared to NDVI
var evi2000 = modis2000.select('EVI').max().divide(10000); // Scale factor for MODIS EVI
var evi2017 = modis2017.select('EVI').max().divide(10000);

// Calculate the change in green leaf area
var eviChange = evi2017.subtract(evi2000);

// Load Hansen Global Forest Change dataset for additional context
var hansen = ee.Image('UMD/hansen/global_forest_change_2023_v1_11');
var treeCover2000 = hansen.select('treecover2000');
var forestGain = hansen.select('gain'); // Forest gain 2000-2023
var forestLoss = hansen.select('loss'); // Forest loss 2000-2023

// Calculate area with EVI increase and decrease
var eviIncrease = eviChange.gt(0.05); // Areas with significant EVI increase (threshold: 0.05)
var eviDecrease = eviChange.lt(-0.05); // Areas with significant EVI decrease (threshold: 0.05)

// Calculate areas in square kilometers
var areaImage = ee.Image.pixelArea().divide(1e6); // Convert to square kilometers

// Calculate total area of China
var totalArea = areaImage.reduceRegion({
  reducer: ee.Reducer.sum(),
  geometry: china,
  scale: 10000,
  maxPixels: 1e12
});

// Calculate area of EVI increase
var increaseArea = eviIncrease.multiply(areaImage).reduceRegion({
  reducer: ee.Reducer.sum(),
  geometry: china,
  scale: 1000,
  maxPixels: 1e12
});

// Calculate area of EVI decrease
var decreaseArea = eviDecrease.multiply(areaImage).reduceRegion({
  reducer: ee.Reducer.sum(),
  geometry: china,
  scale: 10000,
  maxPixels: 1e12
});

// Calculate area with forest gain and loss (Hansen dataset)
var gainArea = forestGain.multiply(areaImage).reduceRegion({
  reducer: ee.Reducer.sum(),
  geometry: china,
  scale: 3000,
  maxPixels: 1e12
});

var lossArea = forestLoss.multiply(areaImage).reduceRegion({
  reducer: ee.Reducer.sum(),
  geometry: china,
  scale: 3000,
  maxPixels: 1e12
});

// Calculate mean EVI for both years
var meanEvi2000 = evi2000.reduceRegion({
  reducer: ee.Reducer.mean(),
  geometry: china,
  scale: 10000,
  maxPixels: 1e12
});

var meanEvi2017 = evi2017.reduceRegion({
  reducer: ee.Reducer.mean(),
  geometry: china,
  scale: 10000,
  maxPixels: 1e12
});

// Print results
print('Total area of China (sq km):', totalArea);
print('Area with significant green leaf increase (sq km):', increaseArea);
print('Area with significant green leaf decrease (sq km):', decreaseArea);
print('Mean EVI in 2000:', meanEvi2000);
print('Mean EVI in 2017:', meanEvi2017);
print('Forest gain area 2000-2023 (sq km):', gainArea);
print('Forest loss area 2000-2023 (sq km):', lossArea);

// Calculate net change percentage
var totalAreaValue = ee.Number(totalArea.get('area'));
var increaseAreaValue = ee.Number(increaseArea.get('EVI'));
var decreaseAreaValue = ee.Number(decreaseArea.get('EVI'));

var netChangeArea = increaseAreaValue.subtract(decreaseAreaValue);
var netChangePercent = netChangeArea.divide(totalAreaValue).multiply(100);

var meanEvi2000Value = ee.Number(meanEvi2000.get('EVI'));
var meanEvi2017Value = ee.Number(meanEvi2017.get('EVI'));
var eviPercentChange = meanEvi2017Value.subtract(meanEvi2000Value)
  .divide(meanEvi2000Value).multiply(100);

print('Net green leaf area change (sq km):', netChangeArea);
print('Net green leaf area change (% of China):', netChangePercent);
print('Percent change in mean EVI:', eviPercentChange);

// Create a thematic visualization of the EVI change
var changeVisParams = {
  min: -0.2,
  max: 0.2,
  palette: ['red', 'white', 'green']
};

var eviIncreaseDecreaseVis = {
  min: 1,
  max: 2,
  palette: ['red', 'green']
};

// Create a combined image showing increase vs decrease
var increaseDecrease = eviDecrease.multiply(1).add(eviIncrease.multiply(2));

// Visualize the results
Map.centerObject(china, 4);
Map.addLayer(evi2000, {min: 0, max: 0.8, palette: ['white', 'green']}, 'EVI 2000', false);
Map.addLayer(evi2017, {min: 0, max: 0.8, palette: ['white', 'green']}, 'EVI 2017', false);
Map.addLayer(eviChange, changeVisParams, 'EVI Change (2000-2017)');
Map.addLayer(increaseDecrease.selfMask(), eviIncreaseDecreaseVis, 'Significant Increase/Decrease');
Map.addLayer(china, {}, 'China Boundary', false);

// Add a title
var title = ui.Label('Green Leaf Area Change in China (2000-2017)', 
  {fontWeight: 'bold', fontSize: '18px', margin: '10px 5px'});
Map.add(title);

// Add a legend
var legend = ui.Panel({
  style: {
    position: 'bottom-left',
    padding: '8px 15px'
  }
});

var makeRow = function(color, name) {
  var colorBox = ui.Label({
    style: {
      backgroundColor: color,
      padding: '8px',
      margin: '0 0 4px 0'
    }
  });
  
  var description = ui.Label({
    value: name,
    style: {margin: '0 0 4px 6px'}
  });
  
  return ui.Panel({
    widgets: [colorBox, description],
    layout: ui.Panel.Layout.Flow('horizontal')
  });
};

var legendTitle = ui.Label({
  value: 'Legend',
  style: {
    fontWeight: 'bold',
    fontSize: '16px',
    margin: '0 0 4px 0',
    padding: '0'
  }
});

legend.add(legendTitle);
legend.add(makeRow('green', 'Significant Increase (>0.05 EVI)'));
legend.add(makeRow('red', 'Significant Decrease (>0.05 EVI)'));
legend.add(makeRow('white', 'Little Change'));

Map.add(legend);

// Create a regional analysis panel
var regions = [
  'Northeast China (Dongbei)',
  'North China Plain',
  'Loess Plateau',
  'Qinghai-Tibet Plateau',
  'Southwest China',
  'Southern China'
];

// Load a finer provinces dataset for regional analysis
var provinces = ee.FeatureCollection(""USDOS/LSIB/2017"");
var chinaProvinces = provinces.filter(ee.Filter.eq('COUNTRY_NA', 'China'));

// Print the provinces to help with analysis
print('China Provinces:', chinaProvinces);",v1,12
"Did the regions around Mount Isa and Townsville in Queensland experience at least 45 centimeters of rainfall between January 27 to February 10, 2019?",,https://earthobservatory.nasa.gov/images/144545/summer-floods-in-australia,,The map above shows the tremendous amount of rain that fell around the Mount Isa and Townsville areas from January 27 to February 10—as much as 55 centimeters (22 inches) in places.,,,,,,v2,13
"Did the regions around Mount Isa and Townsville in Queensland experience over 65 centimeters of rainfall between January 27 to February 10, 2019?",no,https://earthobservatory.nasa.gov/images/144545/summer-floods-in-australia,,The map above shows the tremendous amount of rain that fell around the Mount Isa and Townsville areas from January 27 to February 10—as much as 55 centimeters (22 inches) in places.,,,,,,v2,14
"Did Lake Menindee, Australia shrink from January 27, 2017 to February 2, 2019?",,https://earthobservatory.nasa.gov/images/144577/australias-disappearing-lakes-disappear-even-more,,"1. In December 2016, the Menindee Lakes of New South Wales were nearly brimming with water. More than two years later, these Australian lakes are almost desiccated.",,,,https://code.earthengine.google.com/2b524d773db36f5b8f305a6d63772951,"// Define the location of Lake Menindee, Australia
var menindee = ee.Geometry.Point([142.325654, -32.338791]);

// Create a buffer around Lake Menindee to capture the entire lake system
var buffer = menindee.buffer(8000);  // 30km buffer to include the Menindee Lakes system

// Load Landsat 8 imagery for the two dates
var before = ee.ImageCollection('LANDSAT/LC08/C02/T1_L2')
  .filterDate('2017-01-20', '2017-02-05')  // Around January 27, 2017
  .filterBounds(buffer)
  .mosaic();

var after = ee.ImageCollection('LANDSAT/LC08/C02/T1_L2')
  .filterDate('2019-01-25', '2019-02-10')  // Around February 2, 2019
  .filterBounds(buffer)
  .mosaic();

// Function to mask clouds using the quality band
function maskL8(image) {
  // Bit 0 - Fill
  // Bit 1 - Dilated Cloud
  // Bit 2 - Cirrus
  // Bit 3 - Cloud
  // Bit 4 - Cloud Shadow
  var qaMask = image.select('QA_PIXEL').bitwiseAnd(parseInt('11111', 2)).eq(0);
  var saturationMask = image.select('QA_RADSAT').eq(0);

  // Apply the scaling factors to the appropriate bands
  var opticalBands = image.select('SR_B.').multiply(0.0000275).add(-0.2);
  var thermalBands = image.select('ST_B.*').multiply(0.00341802).add(149.0);

  // Replace the original bands with the scaled ones and apply the masks
  return image.addBands(opticalBands, null, true)
    .addBands(thermalBands, null, true)
    .updateMask(qaMask)
    .updateMask(saturationMask);
}

// Apply cloud mask
var beforeCloudMasked = maskL8(before);
var afterCloudMasked = maskL8(after);

// Calculate NDWI (Normalized Difference Water Index) for water detection
// Using Green (B3) and NIR (B5) bands
var ndwiBefore = beforeCloudMasked.normalizedDifference(['SR_B3', 'SR_B5']).rename('NDWI');
var ndwiAfter = afterCloudMasked.normalizedDifference(['SR_B3', 'SR_B5']).rename('NDWI');

// Apply threshold to identify water (NDWI > 0.1 typically indicates water)
var waterBefore = ndwiBefore.gt(0.1);
var waterAfter = ndwiAfter.gt(0.1);

// Calculate water area for both dates
var areaBefore = waterBefore.multiply(ee.Image.pixelArea()).reduceRegion({
  reducer: ee.Reducer.sum(),
  geometry: buffer,
  scale: 30,
  maxPixels: 1e13  // Increased max pixels for larger area
});

var areaAfter = waterAfter.multiply(ee.Image.pixelArea()).reduceRegion({
  reducer: ee.Reducer.sum(),
  geometry: buffer,
  scale: 30,
  maxPixels: 1e13
});

// Print the water area in square kilometers
print('Water area in January 2017 (sq km):', ee.Number(areaBefore.get('NDWI')).divide(1e6));
print('Water area in February 2019 (sq km):', ee.Number(areaAfter.get('NDWI')).divide(1e6));

// Calculate and print the percentage change in water area
var areaBeforeValue = ee.Number(areaBefore.get('NDWI')).divide(1e6);
var areaAfterValue = ee.Number(areaAfter.get('NDWI')).divide(1e6);
var areaDifference = areaAfterValue.subtract(areaBeforeValue);
var percentChange = areaDifference.divide(areaBeforeValue).multiply(100);

print('Absolute difference (sq km):', areaDifference);
print('Percentage change (%):', percentChange);

// Add a condition to explicitly answer the question
print('Does Lake Menindee shrink from January 27, 2017 to February 2, 2019?',
      ee.Algorithms.If(areaDifference.lt(0), 'Yes, Lake Menindee has shrunk', 'No, Lake Menindee has not shrunk'));

// Create visualization parameters for water extent
var waterVisPalette = ['white', 'blue'];
var waterVis = {
  min: 0,
  max: 1,
  palette: waterVisPalette
};

// Create RGB visualization parameters for natural color imagery
var rgbVis = {
  bands: ['SR_B4', 'SR_B3', 'SR_B2'],
  min: 0.0,
  max: 0.3
};

// Create visualization for water change
// Blue = Water in both periods
// Cyan = Water only in 2017 (lost water)
// Red = Water only in 2019 (gained water)
var waterChange = waterBefore.add(waterAfter.multiply(2));
var changeVis = {
  min: 0,
  max: 3,
  palette: ['white', 'cyan', 'red', 'blue']
};

// Center the map on Lake Menindee, Australia
Map.centerObject(buffer, 10);

// Add layers to the map
Map.addLayer(beforeCloudMasked, rgbVis, 'Landsat 8 - January 2017 (RGB)');
Map.addLayer(afterCloudMasked, rgbVis, 'Landsat 8 - February 2019 (RGB)');
Map.addLayer(waterBefore, waterVis, 'Water Extent - January 2017');
Map.addLayer(waterAfter, waterVis, 'Water Extent - February 2019');
Map.addLayer(waterChange, changeVis, 'Water Change (Blue=Both, Cyan=Lost, Red=Gained)');
Map.addLayer(buffer, {color: 'yellow'}, 'Buffer around Lake Menindee');",v1,15
"The Landsat 8 satellite captures pictures of active fire in Monte Pisano, Italy on February 25, 2019, around 10:58 a.m. local time. Was the smoke plume moving in an eastern direction?",no,https://earthobservatory.nasa.gov/images/144589/fire-burns-in-northern-italy,,"On the morning of February 25, 2019, a fire on the slopes of Monte Pisano sent smoke billowing across the western Italian coast. Reports estimate at least 180 hectares (less than 1 square mile) of forest and vegetation have been burned.",,,,,,v2,16
"Was there an active fire present in Monte Pisano in Northern Italy between February 24, 2019 and February 26, 2019?",,https://earthobservatory.nasa.gov/images/144589/fire-burns-in-northern-italy,,"On the morning of February 25, 2019, a fire on the slopes of Monte Pisano sent smoke billowing across the western Italian coast. Reports estimate at least 180 hectares (less than 1 square mile) of forest and vegetation have been burned.",,,,,,v2,17
"Was surface water extent higher on February 25, 2019 as compared to February 27, 2014 in the Mississippi River near the Memphis, Tennesse?",,https://earthobservatory.nasa.gov/images/144598/early-flooding-along-the-mississippi,"https://eoimages.gsfc.nasa.gov/images/imagerecords/144000/144598/memphis_oli_2014058.jpg

https://eoimages.gsfc.nasa.gov/images/imagerecords/144000/144598/memphis_oli_2019056.jpg","On February 25, 2019, the Operational Land Imager on Landsat 8 acquired a false-color view (bands 6-5-4) of flooding near Memphis, Tennessee. For comparison, the first image shows the area under more typical winter conditions on February 27, 2014. Flood waters appear blue; vegetation is green; and bare ground is brown.",,,,,,v2,18
"Does the land surface temperature in the United Kingdom increase in February 11-25, 2019 compared to the same period average from 2000-2012?",,https://earthobservatory.nasa.gov/images/144611/an-unusually-warm-february-in-the-united-kingdom,,"1. The month started with snow and freezing temperatures in the United Kingdom, but provisional statistics from the UK Met Office indicate February 2019 was the second warmest February on record for the country.
2. The maps on this page show land surface temperature anomalies for February 11-25, 2019. Reds and oranges depict areas that were hotter than average for the same two-week period from 2000-2012; blues were colder than average",,,,https://code.earthengine.google.com/7f9219da6567ebe46bb453fd37cad024,"// Define United Kingdom boundary
var uk = ee.FeatureCollection(""USDOS/LSIB_SIMPLE/2017"")
  .filter(ee.Filter.eq('country_na', 'United Kingdom'));

// Load MODIS Land Surface Temperature dataset
var modisLST = ee.ImageCollection(""MODIS/006/MOD11A2"");

// Define the target period (February 11-25, 2019)
var targetStartDate = ee.Date('2019-02-11');
var targetEndDate = ee.Date('2019-02-25');

// Define the historical reference period (2000-2012)
var startYear = 2000;
var endYear = 2012;

// Select land surface temperature band
var lstBand = 'LST_Day_1km';

// Function to convert MODIS LST to Celsius
var convertToCelsius = function(image) {
  var lst = image.select(lstBand);
  // MODIS LST is stored as Kelvin * 0.02, so multiply by 0.02 to get Kelvin
  // then subtract 273.15 to convert to Celsius
  var lstCelsius = lst.multiply(0.02).subtract(273.15);
  return image.addBands(lstCelsius.rename('LST_Celsius'), null, true);
};

// Get LST data for February 11-25, 2019
var lst2019 = modisLST
  .filter(ee.Filter.date(targetStartDate, targetEndDate))
  .map(convertToCelsius)
  .select('LST_Celsius')
  .mean();

// Function to get February 11-25 data for a given year
var getFebData = function(year) {
  var startDate = ee.Date.fromYMD(year, 2, 11);
  var endDate = ee.Date.fromYMD(year, 2, 25);
  return modisLST
    .filter(ee.Filter.date(startDate, endDate))
    .map(convertToCelsius)
    .select('LST_Celsius')
    .mean()
    .set('year', year);
};

// Create a list of years for the reference period
var years = ee.List.sequence(startYear, endYear);

// Get February 11-25 LST data for each year in the reference period
var historicalCollection = ee.ImageCollection.fromImages(
  years.map(function(year) {
    return getFebData(year);
  })
);

// Calculate the historical average for February 11-25
var historicalAverage = historicalCollection.mean();

// Calculate the anomaly (difference from historical average)
var lstAnomaly = lst2019.subtract(historicalAverage);

// Define visualization parameters
var lstVis = {
  min: -5,
  max: 15,
  palette: ['blue', 'purple', 'cyan', 'green', 'yellow', 'red']
};

var anomalyVis = {
  min: -3,
  max: 3,
  palette: ['blue', 'white', 'red']
};

// Center the map on the UK
Map.centerObject(uk, 5);

// Add UK boundary
Map.addLayer(uk, {color: 'black'}, 'UK Boundary');

// Add layers to the map
Map.addLayer(lst2019.clip(uk), lstVis, 'LST Feb 11-25, 2019', false);
Map.addLayer(historicalAverage.clip(uk), lstVis, 'LST Historical Average (2000-2012)', false);
Map.addLayer(lstAnomaly.clip(uk), anomalyVis, 'LST Anomaly', true);

// Calculate regional statistics
var calculateRegionalStats = function(image, name) {
  return image.reduceRegion({
    reducer: ee.Reducer.mean(),
    geometry: uk,
    scale: 10000,
    maxPixels: 1e9
  });
};

// Get statistics
var current2019Stats = calculateRegionalStats(lst2019, '2019');
var historicalStats = calculateRegionalStats(historicalAverage, 'Historical');
var anomalyStats = calculateRegionalStats(lstAnomaly, 'Anomaly');

// Print results to console
print('===== LAND SURFACE TEMPERATURE ANALYSIS FOR UK =====');
print('Current (Feb 11-25, 2019):', current2019Stats.get('LST_Celsius'), '°C');
print('Historical Average (2000-2012):', historicalStats.get('LST_Celsius'), '°C');
print('Anomaly:', anomalyStats.get('LST_Celsius'), '°C');

// Determine if there was an increase
var tempIncrease = ee.Number(anomalyStats.get('LST_Celsius')).gt(0);
print('Was UK warmer in Feb 11-25, 2019 compared to 2000-2012?', tempIncrease);",v1,19
"Does the surface water extent increase in the area between the Elkhorn and Platte Rivers near Omaha in March 16, 2019 compared to March 2018?",,https://earthobservatory.nasa.gov/images/144691/historic-floods-inundate-nebraska,,"1. Nebraska has been particularly hard hit. On March 16, 2019, the Operational Land Imager (OLI) on Landsat 8 captured a false-color image that underscores the extent of the flooding on the Platte, Missouri, and Elkhorn Rivers. 
2. For comparison, the second image shows the same area in March 2018.",,,,https://code.earthengine.google.com/f366bd4b6ce2efe1a00e39417444a07f,"var dataset_2018 = ee.ImageCollection('LANDSAT/LC08/C02/T1_L2')
    .filterDate('2018-03-01', '2018-03-15');
var dataset_2019 = ee.ImageCollection('LANDSAT/LC08/C02/T1_L2')
    .filterDate('2019-03-16', '2019-03-17');

// Applies scaling factors.
function applyScaleFactors(image) {
  var opticalBands = image.select('SR_B.').multiply(0.0000275).add(-0.2);
  var thermalBands = image.select('ST_B.*').multiply(0.00341802).add(149.0);
  return image.addBands(opticalBands, null, true)
              .addBands(thermalBands, null, true);
}

dataset_2018 = dataset_2018.map(applyScaleFactors);
dataset_2019 = dataset_2019.map(applyScaleFactors);

var visualization = {
  bands: ['SR_B4', 'SR_B3', 'SR_B2'],
  min: 0.0,
  max: 0.3,
};

// Map.setCenter(-96.092384, 41.225797, 10);
// Map.setCenter(-95.932015, 41.121154, 12);

// Map.addLayer(dataset_2018, visualization, '2018');
// Map.addLayer(dataset_2019, visualization, '2019');

// Assuming you have your geometry defined as 'geometry'
// If not, you'll need to define it, for example:
// var geometry = ee.Geometry.Polygon([[-95.95, 41.13], [-95.90, 41.13], [-95.90, 41.10], [-95.95, 41.10], [-95.95, 41.13]]);

// Calculate MNDWI for both datasets
function calculateMNDWI(image) {
  // MNDWI = (Green - SWIR) / (Green + SWIR)
  // For Landsat 8, Green is B3 and SWIR1 is B6
  var green = image.select('SR_B3');
  var swir1 = image.select('SR_B6');
  var mndwi = green.subtract(swir1).divide(green.add(swir1)).rename('MNDWI');
  return image.addBands(mndwi);
}

// Apply MNDWI calculation to both datasets
var dataset_2018_with_mndwi = dataset_2018.map(calculateMNDWI);
var dataset_2019_with_mndwi = dataset_2019.map(calculateMNDWI);

// Create a binary water mask where MNDWI > 0
function createWaterMask(image) {
  var waterMask = image.select('MNDWI').gt(0);
  return waterMask.rename('water_mask');
}

// Get the most recent image from each collection for analysis
var image_2018 = dataset_2018_with_mndwi.median();
var image_2019 = dataset_2019_with_mndwi.median();

// Create water masks
var waterMask_2018 = createWaterMask(image_2018);
var waterMask_2019 = createWaterMask(image_2019);

// Calculate the area of water within the polygon
// Scale is set to 30 meters (Landsat resolution)
var area_2018 = waterMask_2018.multiply(ee.Image.pixelArea()).reduceRegion({
  reducer: ee.Reducer.sum(),
  geometry: geometry,
  scale: 30,
  maxPixels: 1e9
});

var area_2019 = waterMask_2019.multiply(ee.Image.pixelArea()).reduceRegion({
  reducer: ee.Reducer.sum(),
  geometry: geometry,
  scale: 30,
  maxPixels: 1e9
});

// Get area in square meters
var waterArea_2018 = area_2018.get('water_mask');
var waterArea_2019 = area_2019.get('water_mask');

// Convert to square kilometers for easier interpretation
var waterAreaSqKm_2018 = ee.Number(waterArea_2018).divide(1e6);
var waterAreaSqKm_2019 = ee.Number(waterArea_2019).divide(1e6);

// Print results
print('Water Area 2018 (sq km):', waterAreaSqKm_2018);
print('Water Area 2019 (sq km):', waterAreaSqKm_2019);

// Visualize MNDWI
var mndwiVis = {
  min: -1,
  max: 1,
  palette: ['red', 'white', 'blue']
};

// Add MNDWI layers to the map
Map.addLayer(image_2018.select('MNDWI'), mndwiVis, 'MNDWI 2018');
Map.addLayer(image_2019.select('MNDWI'), mndwiVis, 'MNDWI 2019');

// Add water mask layers to the map
Map.addLayer(waterMask_2018, {palette: ['white', 'blue']}, 'Water Mask 2018');
Map.addLayer(waterMask_2019, {palette: ['white', 'blue']}, 'Water Mask 2019');

// Optional: Calculate the change in water area between 2018 and 2019
var waterAreaChange = waterAreaSqKm_2019.subtract(waterAreaSqKm_2018);
print('Change in Water Area 2018-2019 (sq km):', waterAreaChange);",v1,20
"Through the months of December 2018 and January 2019, did northern part of Madagascar (between latitude of -12 to -15) recieve less rain than the long-term average for the same two-month period from 2000 to 2019?",no,https://earthobservatory.nasa.gov/images/144704/drought-harms-corn-crops-in-southern-africa,,The map above shows rainfall anomalies from December 2018 through January 2019. It shows several months of dryness culminating in a deficit of as much as 100 millimeters less rain than average for the same two-month period from 2000 to 2019.,,,CHIRPS,,,v2,21
"Through the months of December 2018 and January 2019, did sourthern African countries (Namibia, Botswana, Lesotho) recieve less rain than the long-term average for the same two-month period from 2000 to 2019?",,https://earthobservatory.nasa.gov/images/144704/drought-harms-corn-crops-in-southern-africa,,The map above shows rainfall anomalies from December 2018 through January 2019. It shows several months of dryness culminating in a deficit of as much as 100 millimeters less rain than average for the same two-month period from 2000 to 2019.,,,,,,v2,22
Was the vegetation anomaly in February 21-28 2019 (compared to the long-term average of the same month from 2003-2017) worse in Namibia than Zimbabwe?,,https://earthobservatory.nasa.gov/images/144704/drought-harms-corn-crops-in-southern-africa,,"The first map depicts soil moisture anomalies in February 2019; that is, areas that had more (green) or less (red) water in the upper layers of the ground than the norm for the month. Namibia and southern Angola show especially dry soils. In contrast, soil moisture in Botswana and South Africa appear to be above normal.",,,MODIS-Terra,,,v2,23
"Was the vegetation health (NDVI) in Namibia worse in February 21-28 2019, compared to the long-term average for the same month period from 2003 to 2017?",,https://earthobservatory.nasa.gov/images/144704/drought-harms-corn-crops-in-southern-africa,https://eoimages.gsfc.nasa.gov/images/imagerecords/144000/144704/southernafrica_amo_2019059_lrg.png,"The drought’s toll on agriculture is clearer in the second map, which compares vegetation health in from February 21-28, 2019, to the long-term average for that week from 2003-2017. The image shows the Normalized Difference Vegetation Index (NDVI), which describes the health of vegetation based on how much red and near-infrared light plant leaves reflect. Healthy vegetation (green) reflects more infrared light and less visible light than stressed vegetation (brown).",,,,,,v2,24
